1,0.51139,0.82601,0.23704,0.043661,-0.30045,0.9528
2,-0.5208,-0.83937,-0.15564,-0.10895,0.24618,-0.96308
3,-0.20176,0.34062,-0.9183,0.97921,0.090411,-0.1816
4,0.87668,-0.32991,-0.35013,0.27051,-0.26379,0.92587
5,-0.23245,0.46032,0.85678,-0.40393,-0.84704,0.3455
6,-0.46497,0.85616,0.22539,-0.6417,-0.15052,-0.75204
7,-0.51925,-0.84683,-0.11514,-0.12646,0.20938,-0.96962
8,-0.61528,0.78243,-0.09609,-0.42018,-0.42864,-0.79982
9,-0.91746,0.32358,0.23142,-0.33721,-0.32392,-0.88395
10,0.3836,-0.15326,0.91069,-0.44651,-0.89399,0.037631
11,-0.7038,0.69539,-0.14528,-0.4519,-0.59603,-0.66373
12,0.48477,0.85478,0.18532,-0.092451,-0.16061,0.98268
13,0.2767,0.7773,0.56502,-0.40103,-0.44093,0.80297
14,-0.48182,0.83483,0.26629,-0.070486,0.26598,-0.9614
15,0.48246,0.82141,0.30416,-0.057443,-0.31683,0.94674
16,0.43429,0.24939,0.86556,-0.55337,-0.68435,0.47482
17,0.46899,0.85715,0.21294,-0.1808,-0.14283,0.97309
18,0.145,-0.30508,0.94122,-0.89195,-0.45204,-0.009116
19,-0.54663,-0.34191,0.76439,-0.81843,0.025101,-0.57405
20,-0.47229,0.82389,-0.31329,0.83722,0.30813,-0.45179
21,0.53547,-0.80525,-0.25463,0.78807,0.368,0.49347
22,-0.51952,-0.84575,0.12173,-0.54078,0.21514,-0.81318
23,0.64424,0.69908,0.31022,0.27503,-0.59024,0.75893
24,0.89051,-0.23128,-0.3918,0.10273,-0.7367,0.66837
25,0.33996,-0.82333,0.45448,-0.94012,-0.3101,0.14146
26,-0.18642,-0.84155,0.507,-0.97111,0.23607,0.034774
27,0.47101,0.86124,0.19083,-0.2025,-0.10498,0.97364
28,-0.28486,-0.86191,0.41947,-0.90483,0.097317,-0.4145
29,0.72518,-0.33892,-0.59937,0.66785,0.13432,0.73207
30,-0.38112,0.86291,-0.33186,0.75646,0.08469,-0.64854
31,0.25113,0.85969,-0.44483,0.74619,0.12078,0.65469
32,0.59509,-0.80309,0.030434,-0.5435,-0.37426,0.75136
33,-0.48472,-0.78304,0.38973,-0.87457,0.42715,-0.22951
34,0.071184,0.86398,0.49847,-0.99736,0.068681,0.023387
35,0.66972,0.68687,-0.28228,0.74235,-0.60905,0.27924
36,-0.50481,0.86238,0.038398,-0.23034,-0.091701,-0.96878
37,0.52529,0.28648,0.80125,-0.5975,-0.54626,0.58702
38,0.28492,-0.76003,0.5841,-0.85263,-0.47938,-0.20787
39,0.078743,0.86348,-0.49819,0.95582,0.076577,0.2838
40,-0.72522,0.67747,-0.12283,-0.47689,-0.62293,-0.6201
41,0.56654,-0.81091,-0.14649,0.67126,0.35105,0.65282
42,-0.31958,0.85988,0.39808,-0.88371,-0.11887,-0.45268
43,-0.54643,-0.83692,-0.031296,-0.34198,0.25708,-0.90386
44,-0.78133,-0.33578,0.5261,-0.60326,0.19021,-0.77453
45,-0.49425,0.86526,0.083891,-0.23827,-0.042029,-0.97029
46,0.59566,0.78528,-0.16892,0.71428,-0.42165,0.55859
47,-0.1247,-0.86274,0.49002,-0.99127,0.086979,-0.099127
48,-0.32798,-0.85881,-0.39355,0.88179,-0.12884,-0.45371
49,0.80472,0.57543,-0.14595,0.58987,-0.74734,0.30586
50,0.91785,-0.32811,0.22339,-0.32095,-0.2823,0.90405
51,0.39244,-0.8517,-0.34728,0.84232,0.18113,0.50762
52,-0.54618,-0.83748,-0.01779,-0.36123,0.25464,-0.89703
53,0.49556,0.85623,0.1459,-0.031813,-0.14997,0.98818
54,0.90352,-0.27019,0.33263,-0.42784,-0.61313,0.6641
55,-0.57306,-0.7684,0.28488,0.18732,-0.46124,-0.86728
56,-0.32562,-0.86474,-0.38235,0.81759,-0.054413,-0.57323
57,0.573,0.79638,-0.19353,0.73344,-0.39291,0.5547
58,0.55352,-0.34039,0.7601,-0.78323,0.097504,0.61404
59,0.27444,-0.86553,0.41897,-0.86654,-0.033715,0.49796
60,0.48136,0.86589,0.13615,-0.24223,-0.017867,0.97005
61,-0.045557,0.86089,0.50676,-0.95647,0.10879,-0.2708
62,0.88992,-0.32935,0.31554,-0.40892,-0.26964,0.87183
63,-0.37049,0.86329,-0.34273,0.77028,0.07937,-0.63275
64,-0.5778,0.80767,-0.11753,-0.32675,-0.36085,-0.87351
65,-0.77904,-0.33525,0.52982,-0.60806,0.198,-0.7688
66,-0.22983,0.34017,0.91185,-0.95453,0.10399,-0.27938
67,-0.88879,0.33044,0.31759,-0.23863,0.25797,-0.93622
68,-0.90992,0.34049,0.23687,-0.21752,0.094511,-0.97147
69,-0.33363,0.34027,0.87915,-0.9425,-0.10101,-0.31857
70,-0.4229,-0.27155,0.86453,-0.77173,0.60798,-0.18654
71,0.80077,-0.3343,-0.497,0.45023,-0.21131,0.86755
